,Index,Report,Size
8503,8732,RESPIRATORY MICROBIOLOGY,640
8504,8733,BLOOD CULTURE MICROBIOLOGY,256
8505,8734,MULTI-RESISTANT ORGANISM SCREEN,275
8506,8735,CEREBROSPINAL FLUID MICROBIOLOGY,745
8507,8736,MICROBIOLOGY,467
8508,8737,RESPIRATORY MICROBIOLOGY,824
8509,8738,MULTI-RESISTANT ORGANISM SCREEN,276
8510,8740,BLOOD CULTURE MICROBIOLOGY,231
8511,8741,BLOOD CULTURE MICROBIOLOGY,281
8512,8742,BODY FLUID EXAMINATION,578
8513,8743,BLOOD CULTURE MICROBIOLOGY,289
8514,8744,MULTI-RESISTANT ORGANISM SCREEN,262
8515,8745,BLOOD CULTURE MICROBIOLOGY,231
8516,8747,MULTI-RESISTANT ORGANISM SCREEN,263
8517,8748,BLOOD CULTURE MICROBIOLOGY,231
8518,8749,BLOOD CULTURE MICROBIOLOGY,253
8519,8750,MULTI-RESISTANT ORGANISM SCREEN,236
8520,8752,URINE MICROBIOLOGY,1077
8521,8753,RESPIRATORY MICROBIOLOGY,440
8522,8754,BLOOD CULTURE MICROBIOLOGY,294
8523,8755,MULTI-RESISTANT ORGANISM SCREEN,262
8524,8756,URINE MICROBIOLOGY,401
8525,8757,MULTI-RESISTANT ORGANISM SCREEN,263
8526,8758,MULTI-RESISTANT ORGANISM SCREEN,254
8527,8759,MULTI-RESISTANT ORGANISM SCREEN,236
8528,8760,URINE MICROBIOLOGY,401
8529,8761,MULTI-RESISTANT ORGANISM SCREEN,254
8530,8762,MULTI-RESISTANT ORGANISM SCREEN,262
8531,8763,MULTI-RESISTANT ORGANISM SCREEN,269
8532,8764,MULTI-RESISTANT ORGANISM SCREEN,277
8533,8765,URINE MICROBIOLOGY,465
8534,8766,RESPIRATORY MICROBIOLOGY,400
8535,8767,MULTI-RESISTANT ORGANISM SCREEN,263
8536,8768,CEREBROSPINAL FLUID MICROBIOLOGY,667
8537,8769,BLOOD CULTURE MICROBIOLOGY,236
8538,8770,RESPIRATORY MICROBIOLOGY,494
8539,8771,MULTI-RESISTANT ORGANISM SCREEN,276
8540,8772,CATHETER TIP MICROBIOLOGY,267
8541,8773,MULTI-RESISTANT ORGANISM SCREEN,262
8542,8774,URINE MICROBIOLOGY,413
8543,8775,MULTI-RESISTANT ORGANISM SCREEN,275
8544,8776,MULTI-RESISTANT ORGANISM SCREEN,263
8545,8777,RESPIRATORY MICROBIOLOGY,814
8546,8778,MULTI-RESISTANT ORGANISM SCREEN,254
8547,8779,BLOOD CULTURE MICROBIOLOGY,228
8548,8780,CEREBROSPINAL FLUID MICROBIOLOGY,631
8549,8781,MULTI-RESISTANT ORGANISM SCREEN,276
8550,8782,BLOOD CULTURE MICROBIOLOGY,301
8551,8783,RESPIRATORY MICROBIOLOGY,737
8552,8784,BLOOD CULTURE MICROBIOLOGY,227
8553,8785,BLOOD CULTURE MICROBIOLOGY,237
8554,8786,URINE MICROBIOLOGY,402
8555,8787,BLOOD CULTURE MICROBIOLOGY,227
8556,8788,BLOOD CULTURE MICROBIOLOGY,539
8557,8789,URINE MICROBIOLOGY,783
8558,8790,URINE MICROBIOLOGY,990
8559,8791,CATHETER TIP MICROBIOLOGY,267
8560,8792,MULTI-RESISTANT ORGANISM SCREEN,236
8561,8793,URINE MICROBIOLOGY,401
8562,8794,URINE MICROBIOLOGY,717
8563,8795,BLOOD CULTURE MICROBIOLOGY,223
8564,8796,RESPIRATORY MICROBIOLOGY,484
8565,8797,CEREBROSPINAL FLUID MICROBIOLOGY,667
8566,8798,URINE MICROBIOLOGY,490
8567,8799,URINE MICROBIOLOGY,456
8568,8800,URINE MICROBIOLOGY,963
8569,8801,MULTI-RESISTANT ORGANISM SCREEN,262
8570,8802,MULTI-RESISTANT ORGANISM SCREEN,277
8571,8803,MICROBIOLOGY,494
8572,8804,BLOOD CULTURE MICROBIOLOGY,227
8573,8805,MULTI-RESISTANT ORGANISM SCREEN,263
8574,8806,URINE MICROBIOLOGY,421
8575,8807,MULTI-RESISTANT ORGANISM SCREEN,275
8576,8808,RESPIRATORY MICROBIOLOGY,489
8577,8809,MULTI-RESISTANT ORGANISM SCREEN,276
8578,8810,MULTI-RESISTANT ORGANISM SCREEN,254
8579,8811,RESPIRATORY MICROBIOLOGY,424
8580,8812,URINE MICROBIOLOGY,569
8581,8813,URINE MICROBIOLOGY,401
8582,8814,MULTI-RESISTANT ORGANISM SCREEN,273
8583,8815,MULTI-RESISTANT ORGANISM SCREEN,276
8584,8816,BLOOD CULTURE MICROBIOLOGY,747
8585,8817,URINE MICROBIOLOGY,412
8586,8818,MULTI-RESISTANT ORGANISM SCREEN,276
8587,8819,RESPIRATORY MICROBIOLOGY,449
8588,8821,MULTI-RESISTANT ORGANISM SCREEN,275
8589,8822,MULTI-RESISTANT ORGANISM SCREEN,254
8590,8823,MULTI-RESISTANT ORGANISM SCREEN,276
8591,8824,MULTI-RESISTANT ORGANISM SCREEN,275
8592,8825,MULTI-RESISTANT ORGANISM SCREEN,275
8593,8826,CEREBROSPINAL FLUID MICROBIOLOGY,649
8594,8827,RESPIRATORY MICROBIOLOGY,667
8595,8828,MULTI-RESISTANT ORGANISM SCREEN,254
8596,8829,URINE MICROBIOLOGY,420
8597,8831,MULTI-RESISTANT ORGANISM SCREEN,276
8598,8832,MULTI-RESISTANT ORGANISM SCREEN,254
8599,8833,URINE MICROBIOLOGY,400
8600,8834,CEREBROSPINAL FLUID MICROBIOLOGY,626
8601,8835,MULTI-RESISTANT ORGANISM SCREEN,275
8602,8836,MICROBIOLOGY,518
8603,8837,MULTI-RESISTANT ORGANISM SCREEN,268
8604,8838,Bacterial Antigens,376
8605,8839,MULTI-RESISTANT ORGANISM SCREEN,268
8606,8840,BLOOD CULTURE MICROBIOLOGY,232
8607,8841,MULTI-RESISTANT ORGANISM SCREEN,268
8608,8842,MULTI-RESISTANT ORGANISM SCREEN,267
8609,8843,MULTI-RESISTANT ORGANISM SCREEN,269
8610,8844,CEREBROSPINAL FLUID MICROBIOLOGY,734
8611,8845,RESPIRATORY MICROBIOLOGY,877
8612,8846,BLOOD CULTURE MICROBIOLOGY,229
8613,8847,MICROBIOLOGY,1167
8614,8848,MULTI-RESISTANT ORGANISM SCREEN,275
8615,8849,URINE MICROBIOLOGY,401
8616,8850,MULTI-RESISTANT ORGANISM SCREEN,276
8617,8851,URINE MICROBIOLOGY,1511
8618,8852,RESPIRATORY MICROBIOLOGY,407
8619,8853,RESPIRATORY MICROBIOLOGY,442
8620,8854,MULTI-RESISTANT ORGANISM SCREEN,254
8621,8855,MULTI-RESISTANT ORGANISM SCREEN,275
8622,8856,BLOOD CULTURE MICROBIOLOGY,229
8623,8857,MULTI-RESISTANT ORGANISM SCREEN,276
8624,8858,MULTI-RESISTANT ORGANISM SCREEN,276
8625,8859,RESPIRATORY MICROBIOLOGY,449
8626,8860,FAECES MICROBIOLOGY,493
8627,8861,BLOOD CULTURE MICROBIOLOGY,947
8628,8862,RESPIRATORY MICROBIOLOGY,449
8629,8863,URINE MICROBIOLOGY,415
8630,8864,BLOOD CULTURE MICROBIOLOGY,823
8631,8865,URINE MICROBIOLOGY,401
8632,8866,URINE MICROBIOLOGY,1346
8633,8867,CEREBROSPINAL FLUID MICROBIOLOGY,649
8634,8868,BLOOD CULTURE MICROBIOLOGY,227
8635,8869,MULTI-RESISTANT ORGANISM SCREEN,276
8636,8870,MULTI-RESISTANT ORGANISM SCREEN,275
8637,8871,BLOOD CULTURE MICROBIOLOGY,227
8638,8872,MULTI-RESISTANT ORGANISM SCREEN,276
8639,8873,CEREBROSPINAL FLUID MICROBIOLOGY,649
8640,8874,MULTI-RESISTANT ORGANISM SCREEN,276
8641,8875,BLOOD CULTURE MICROBIOLOGY,236
8642,8876,MULTI-RESISTANT ORGANISM SCREEN,439
8643,8877,BLOOD CULTURE MICROBIOLOGY,229
8644,8878,URINE MICROBIOLOGY,421
8645,8879,RESPIRATORY MICROBIOLOGY,497
8646,8880,URINE MICROBIOLOGY,1416
8647,8881,BLOOD CULTURE MICROBIOLOGY,227
8648,8882,RESPIRATORY MICROBIOLOGY,1249
8649,8883,MICROBIOLOGY,1242
8650,8884,RESPIRATORY MICROBIOLOGY,1363
8651,8885,BLOOD CULTURE MICROBIOLOGY,292
8652,8886,CATHETER TIP MICROBIOLOGY,243
8653,8887,MULTI-RESISTANT ORGANISM SCREEN,267
8654,8888,RESPIRATORY MICROBIOLOGY,449
8655,8889,MULTI-RESISTANT ORGANISM SCREEN,275
8656,8890,URINE MICROBIOLOGY,401
8657,8891,MULTI-RESISTANT ORGANISM SCREEN,268
8658,8892,MULTI-RESISTANT ORGANISM SCREEN,276
8659,8893,URINE MICROBIOLOGY,578
8660,8894,URINE MICROBIOLOGY,474
8661,8895,MULTI-RESISTANT ORGANISM SCREEN,275
8662,8896,RESPIRATORY MICROBIOLOGY,1761
8663,8897,MULTI-RESISTANT ORGANISM SCREEN,275
8664,8898,MULTI-RESISTANT ORGANISM SCREEN,268
8665,8899,MULTI-RESISTANT ORGANISM SCREEN,276
8666,8900,MICROBIOLOGY,414
8667,8901,MULTI-RESISTANT ORGANISM SCREEN,276
8668,8902,MULTI-RESISTANT ORGANISM SCREEN,269
8669,8903,URINE MICROBIOLOGY,450
8670,8904,BLOOD CULTURE MICROBIOLOGY,228
8671,8905,BLOOD CULTURE MICROBIOLOGY,229
8672,8906,BLOOD CULTURE MICROBIOLOGY,287
8673,8907,URINE MICROBIOLOGY,401
8674,8908,BLOOD CULTURE MICROBIOLOGY,228
8675,8909,URINE MICROBIOLOGY,569
8676,8910,RESPIRATORY MICROBIOLOGY,407
8677,8912,MULTI-RESISTANT ORGANISM SCREEN,276
8678,8913,URINE MICROBIOLOGY,533
8679,8914,BLOOD CULTURE MICROBIOLOGY,229
8680,8915,RESPIRATORY MICROBIOLOGY,449
8681,8916,MULTI-RESISTANT ORGANISM SCREEN,275
8682,8917,MULTI-RESISTANT ORGANISM SCREEN,254
8683,8918,BLOOD CULTURE MICROBIOLOGY,228
8684,8919,MULTI-RESISTANT ORGANISM SCREEN,276
8685,8920,RESPIRATORY MICROBIOLOGY,449
8686,8921,URINE MICROBIOLOGY,401
8687,8922,BLOOD CULTURE MICROBIOLOGY,228
8688,8923,URINE MICROBIOLOGY,401
8689,8924,MULTI-RESISTANT ORGANISM SCREEN,275
8690,8925,BLOOD CULTURE MICROBIOLOGY,228
8691,8926,MULTI-RESISTANT ORGANISM SCREEN,275
8692,8927,CATHETER TIP MICROBIOLOGY,236
8693,8928,MULTI-RESISTANT ORGANISM SCREEN,435
8694,8929,BLOOD CULTURE MICROBIOLOGY,286
8695,8930,RESPIRATORY MICROBIOLOGY,667
8696,8931,URINE MICROBIOLOGY,1274
8697,8932,URINE MICROBIOLOGY,628
8698,8933,MULTI-RESISTANT ORGANISM SCREEN,278
8699,8934,BLOOD CULTURE MICROBIOLOGY,232
8700,8935,BLOOD CULTURE MICROBIOLOGY,859
8701,8936,RESPIRATORY MICROBIOLOGY,423
8702,8937,MULTI-RESISTANT ORGANISM SCREEN,274
8703,8938,URINE MICROBIOLOGY,423
8704,8939,MULTI-RESISTANT ORGANISM SCREEN,276
8705,8940,MICROBIOLOGY,435
8706,8941,MULTI-RESISTANT ORGANISM SCREEN,273
8707,8942,URINE MICROBIOLOGY,413
8708,8943,BLOOD CULTURE MICROBIOLOGY,234
8709,8944,MULTI-RESISTANT ORGANISM SCREEN,254
8710,8945,GENITAL MICROBIOLOGY,733
8711,8946,BLOOD CULTURE MICROBIOLOGY,234
8712,8947,MULTI-RESISTANT ORGANISM SCREEN,275
8713,8948,BLOOD CULTURE MICROBIOLOGY,229
8714,8949,BLOOD CULTURE MICROBIOLOGY,292
8715,8950,URINE MICROBIOLOGY,413
8716,8951,MULTI-RESISTANT ORGANISM SCREEN,269
8717,8952,MULTI-RESISTANT ORGANISM SCREEN,276
8718,8953,MULTI-RESISTANT ORGANISM SCREEN,267
8719,8954,MULTI-RESISTANT ORGANISM SCREEN,268
8720,8955,MULTI-RESISTANT ORGANISM SCREEN,276
8721,8956,MULTI-RESISTANT ORGANISM SCREEN,268
8722,8957,BLOOD CULTURE MICROBIOLOGY,333
8723,8958,BLOOD CULTURE MICROBIOLOGY,229
8724,8959,MULTI-RESISTANT ORGANISM SCREEN,254
8725,8960,URINE MICROBIOLOGY,456
8726,8961,MULTI-RESISTANT ORGANISM SCREEN,275
8727,8962,RESPIRATORY MICROBIOLOGY,1249
8728,8963,MULTI-RESISTANT ORGANISM SCREEN,267
8729,8964,BLOOD CULTURE MICROBIOLOGY,232
8730,8965,CATHETER TIP MICROBIOLOGY,302
8731,8966,MICROBIOLOGY,1402
8732,8967,BLOOD CULTURE MICROBIOLOGY,232
8733,8968,URINE MICROBIOLOGY,421
8734,8969,MULTI-RESISTANT ORGANISM SCREEN,268
8735,8970,URINE MICROBIOLOGY,401
8736,8971,URINE MICROBIOLOGY,455
8737,8972,RESPIRATORY MICROBIOLOGY,430
8738,8973,MULTI-RESISTANT ORGANISM SCREEN,269
8739,8974,BLOOD CULTURE MICROBIOLOGY,292
8740,8975,BLOOD CULTURE MICROBIOLOGY,292
8741,8976,MULTI-RESISTANT ORGANISM SCREEN,268
8742,8977,MULTI-RESISTANT ORGANISM SCREEN,268
8743,8978,MULTI-RESISTANT ORGANISM SCREEN,268
8744,8979,URINE MICROBIOLOGY,455
8745,8980,MULTI-RESISTANT ORGANISM SCREEN,269
8746,8981,MULTI-RESISTANT ORGANISM SCREEN,275
8747,8982,URINE MICROBIOLOGY,413
8748,8983,BLOOD CULTURE MICROBIOLOGY,255
8749,8984,CEREBROSPINAL FLUID MICROBIOLOGY,916
8750,8985,BLOOD CULTURE MICROBIOLOGY,540
8751,8986,MULTI-RESISTANT ORGANISM SCREEN,246
8752,8987,BLOOD CULTURE MICROBIOLOGY,256
8753,8988,URINE MICROBIOLOGY,968
8754,8989,MULTI-RESISTANT ORGANISM SCREEN,267
8755,8990,MULTI-RESISTANT ORGANISM SCREEN,276
8756,8991,BLOOD CULTURE MICROBIOLOGY,228
8757,8992,MULTI-RESISTANT ORGANISM SCREEN,275
8758,8993,URINE MICROBIOLOGY,401
8759,8994,URINE MICROBIOLOGY,469
8760,8995,MULTI-RESISTANT ORGANISM SCREEN,268
8761,8996,URINE MICROBIOLOGY,456
8762,8997,MULTI-RESISTANT ORGANISM SCREEN,267
8763,8998,MULTI-RESISTANT ORGANISM SCREEN,254
8764,8999,MULTI-RESISTANT ORGANISM SCREEN,277
8765,9000,MULTI-RESISTANT ORGANISM SCREEN,268
8766,9001,MULTI-RESISTANT ORGANISM SCREEN,267
8767,9002,BLOOD CULTURE MICROBIOLOGY,237
8768,9003,MULTI-RESISTANT ORGANISM SCREEN,276
8769,9004,RESPIRATORY MICROBIOLOGY,667
8770,9005,RESPIRATORY MICROBIOLOGY,677
8771,9006,Bacterial Antigens,953
8772,9007,RESPIRATORY MICROBIOLOGY,1173
8773,9008,MULTI-RESISTANT ORGANISM SCREEN,277
8774,9009,RESPIRATORY MICROBIOLOGY,471
8775,9010,MICROBIOLOGY,759
8776,9011,MULTI-RESISTANT ORGANISM SCREEN,274
8777,9012,URINE MICROBIOLOGY,421
8778,9013,CEREBROSPINAL FLUID MICROBIOLOGY,844
8779,9014,MULTI-RESISTANT ORGANISM SCREEN,268
8780,9015,MULTI-RESISTANT ORGANISM SCREEN,266
8781,9016,URINE MICROBIOLOGY,412
8782,9017,RESPIRATORY MICROBIOLOGY,1228
8783,9018,MULTI-RESISTANT ORGANISM SCREEN,276
8784,9019,MULTI-RESISTANT ORGANISM SCREEN,267
8785,9020,MULTI-RESISTANT ORGANISM SCREEN,268
8786,9021,MULTI-RESISTANT ORGANISM SCREEN,252
8787,9022,MULTI-RESISTANT ORGANISM SCREEN,276
8788,9023,MULTI-RESISTANT ORGANISM SCREEN,269
8789,9024,URINE MICROBIOLOGY,402
8790,9025,MULTI-RESISTANT ORGANISM SCREEN,246
8791,9026,MULTI-RESISTANT ORGANISM SCREEN,273
8792,9027,URINE MICROBIOLOGY,462
8793,9028,MULTI-RESISTANT ORGANISM SCREEN,268
8794,9029,MICROBIOLOGY,657
8795,9030,MULTI-RESISTANT ORGANISM SCREEN,268
8796,9031,BLOOD CULTURE MICROBIOLOGY,503
8797,9033,MULTI-RESISTANT ORGANISM SCREEN,269
8798,9034,MULTI-RESISTANT ORGANISM SCREEN,267
8799,9035,URINE MICROBIOLOGY,514
8800,9036,MULTI-RESISTANT ORGANISM SCREEN,268
8801,9038,RESPIRATORY MICROBIOLOGY,431
8802,9039,MULTI-RESISTANT ORGANISM SCREEN,269
8803,9040,MULTI-RESISTANT ORGANISM SCREEN,276
8804,9041,MULTI-RESISTANT ORGANISM SCREEN,236
8805,9042,MULTI-RESISTANT ORGANISM SCREEN,254
8806,9043,MULTI-RESISTANT ORGANISM SCREEN,277
8807,9044,MULTI-RESISTANT ORGANISM SCREEN,263
8808,9045,MULTI-RESISTANT ORGANISM SCREEN,267
8809,9046,BLOOD CULTURE MICROBIOLOGY,232
8810,9047,MULTI-RESISTANT ORGANISM SCREEN,276
8811,9048,MULTI-RESISTANT ORGANISM SCREEN,262
8812,9049,MULTI-RESISTANT ORGANISM SCREEN,275
8813,9050,MULTI-RESISTANT ORGANISM SCREEN,268
8814,9051,URINE MICROBIOLOGY,516
8815,9052,CATHETER TIP MICROBIOLOGY,259
8816,9053,MULTI-RESISTANT ORGANISM SCREEN,236
8817,9054,MULTI-RESISTANT ORGANISM SCREEN,268
8818,9055,MULTI-RESISTANT ORGANISM SCREEN,276
8819,9056,MULTI-RESISTANT ORGANISM SCREEN,267
8820,9057,BLOOD CULTURE MICROBIOLOGY,234
8821,9058,MULTI-RESISTANT ORGANISM SCREEN,275
8822,9059,MULTI-RESISTANT ORGANISM SCREEN,254
8823,9060,MICROBIOLOGY,671
8824,9061,MULTI-RESISTANT ORGANISM SCREEN,276
8825,9062,MULTI-RESISTANT ORGANISM SCREEN,276
8826,9063,MULTI-RESISTANT ORGANISM SCREEN,274
8827,9064,BLOOD CULTURE MICROBIOLOGY,223
8828,9065,MULTI-RESISTANT ORGANISM SCREEN,267
8829,9066,MULTI-RESISTANT ORGANISM SCREEN,275
8830,9067,MULTI-RESISTANT ORGANISM SCREEN,409
8831,9068,URINE MICROBIOLOGY,461
8832,9069,BLOOD CULTURE MICROBIOLOGY,236
8833,9070,MULTI-RESISTANT ORGANISM SCREEN,276
8834,9071,MULTI-RESISTANT ORGANISM SCREEN,410
8835,9072,MULTI-RESISTANT ORGANISM SCREEN,276
8836,9073,MULTI-RESISTANT ORGANISM SCREEN,252
8837,9074,MULTI-RESISTANT ORGANISM SCREEN,410
8838,9075,MULTI-RESISTANT ORGANISM SCREEN,254
8839,9076,MULTI-RESISTANT ORGANISM SCREEN,273
8840,9077,MULTI-RESISTANT ORGANISM SCREEN,409
8841,9078,MULTI-RESISTANT ORGANISM SCREEN,254
8842,9079,URINE MICROBIOLOGY,455
8843,9080,MULTI-RESISTANT ORGANISM SCREEN,275
8844,9081,URINE MICROBIOLOGY,580
8845,9082,MULTI-RESISTANT ORGANISM SCREEN,276
8846,9083,MULTI-RESISTANT ORGANISM SCREEN,255
8847,9084,MULTI-RESISTANT ORGANISM SCREEN,275
8848,9085,MULTI-RESISTANT ORGANISM SCREEN,275
8849,9086,MULTI-RESISTANT ORGANISM SCREEN,275
8850,9087,URINE MICROBIOLOGY,516
8851,9088,MULTI-RESISTANT ORGANISM SCREEN,268
8852,9089,URINE MICROBIOLOGY,595
8853,9090,CEREBROSPINAL FLUID MICROBIOLOGY,724
8854,9091,URINE MICROBIOLOGY,490
8855,9092,MULTI-RESISTANT ORGANISM SCREEN,276
8856,9093,MULTI-RESISTANT ORGANISM SCREEN,275
8857,9094,MULTI-RESISTANT ORGANISM SCREEN,276
8858,9095,MICROBIOLOGY,387
8859,9096,MULTI-RESISTANT ORGANISM SCREEN,276
8860,9097,MULTI-RESISTANT ORGANISM SCREEN,275
8861,9098,MULTI-RESISTANT ORGANISM SCREEN,270
8862,9099,MULTI-RESISTANT ORGANISM SCREEN,275
8863,9100,MULTI-RESISTANT ORGANISM SCREEN,275
8864,9101,MULTI-RESISTANT ORGANISM SCREEN,249
8865,9102,MULTI-RESISTANT ORGANISM SCREEN,254
8866,9103,MULTI-RESISTANT ORGANISM SCREEN,276
8867,9104,MULTI-RESISTANT ORGANISM SCREEN,271
8868,9105,MULTI-RESISTANT ORGANISM SCREEN,276
8869,9106,URINE MICROBIOLOGY,418
8870,9107,MULTI-RESISTANT ORGANISM SCREEN,269
8871,9108,MULTI-RESISTANT ORGANISM SCREEN,276
8872,9109,MULTI-RESISTANT ORGANISM SCREEN,276
8873,9110,MULTI-RESISTANT ORGANISM SCREEN,247
8874,9111,MULTI-RESISTANT ORGANISM SCREEN,268
8875,9112,MULTI-RESISTANT ORGANISM SCREEN,275
8876,9113,MULTI-RESISTANT ORGANISM SCREEN,268
8877,9114,MULTI-RESISTANT ORGANISM SCREEN,267
8878,9115,MULTI-RESISTANT ORGANISM SCREEN,268
8879,9116,BLOOD CULTURE MICROBIOLOGY,277
8880,9117,MULTI-RESISTANT ORGANISM SCREEN,269
8881,9118,BLOOD CULTURE MICROBIOLOGY,274
8882,9119,URINE MICROBIOLOGY,422
8883,9120,MULTI-RESISTANT ORGANISM SCREEN,275
8884,9121,MULTI-RESISTANT ORGANISM SCREEN,276
8885,9122,MICROBIOLOGY,447
8886,9123,RESPIRATORY MICROBIOLOGY,432
8887,9124,MULTI-RESISTANT ORGANISM SCREEN,275
8888,9125,MULTI-RESISTANT ORGANISM SCREEN,274
8889,9126,URINE MICROBIOLOGY,447
8890,9127,MULTI-RESISTANT ORGANISM SCREEN,277
8891,9128,MULTI-RESISTANT ORGANISM SCREEN,273
8892,9129,URINE MICROBIOLOGY,451
8893,9130,MULTI-RESISTANT ORGANISM SCREEN,276
8894,9131,MULTI-RESISTANT ORGANISM SCREEN,268
8895,9132,URINE MICROBIOLOGY,716
8896,9133,MULTI-RESISTANT ORGANISM SCREEN,268
8897,9134,MULTI-RESISTANT ORGANISM SCREEN,275
8898,9135,MULTI-RESISTANT ORGANISM SCREEN,267
8899,9136,RESPIRATORY MICROBIOLOGY,907
8900,9137,RESPIRATORY MICROBIOLOGY,482
8901,9138,MULTI-RESISTANT ORGANISM SCREEN,267
8902,9139,MICROBIOLOGY,433
8903,9140,MULTI-RESISTANT ORGANISM SCREEN,276
8904,9141,BLOOD CULTURE MICROBIOLOGY,236
8905,9142,MULTI-RESISTANT ORGANISM SCREEN,268
8906,9143,MICROBIOLOGY,428
8907,9144,MULTI-RESISTANT ORGANISM SCREEN,267
8908,9145,URINE MICROBIOLOGY,945
8909,9146,MULTI-RESISTANT ORGANISM SCREEN,275
8910,9147,FAECES MICROBIOLOGY,441
8911,9148,BLOOD CULTURE MICROBIOLOGY,479
8912,9149,RESPIRATORY MICROBIOLOGY,906
8913,9150,BLOOD CULTURE MICROBIOLOGY,223
8914,9151,MULTI-RESISTANT ORGANISM SCREEN,276
8915,9152,URINE MICROBIOLOGY,455
8916,9153,URINE MICROBIOLOGY,401
8917,9154,MULTI-RESISTANT ORGANISM SCREEN,275
8918,9155,MULTI-RESISTANT ORGANISM SCREEN,275
8919,9156,MULTI-RESISTANT ORGANISM SCREEN,276
8920,9157,URINE MICROBIOLOGY,401
8921,9158,MULTI-RESISTANT ORGANISM SCREEN,276
8922,9159,FAECES MICROBIOLOGY,428
8923,9160,MULTI-RESISTANT ORGANISM SCREEN,275
8924,9161,MULTI-RESISTANT ORGANISM SCREEN,276
8925,9162,RESPIRATORY MICROBIOLOGY,860
8926,9163,URINE MICROBIOLOGY,421
8927,9164,MULTI-RESISTANT ORGANISM SCREEN,254
8928,9165,MULTI-RESISTANT ORGANISM SCREEN,276
8929,9166,MULTI-RESISTANT ORGANISM SCREEN,275
8930,9167,MULTI-RESISTANT ORGANISM SCREEN,262
8931,9168,CATHETER TIP MICROBIOLOGY,267
8932,9169,URINE MICROBIOLOGY,401
8933,9170,MULTI-RESISTANT ORGANISM SCREEN,263
8934,9171,MULTI-RESISTANT ORGANISM SCREEN,273
8935,9172,BLOOD CULTURE MICROBIOLOGY,223
8936,9173,MULTI-RESISTANT ORGANISM SCREEN,262
8937,9174,MULTI-RESISTANT ORGANISM SCREEN,274
8938,9175,BLOOD CULTURE MICROBIOLOGY,520
8939,9176,MULTI-RESISTANT ORGANISM SCREEN,274
8940,9177,MULTI-RESISTANT ORGANISM SCREEN,263
8941,9178,URINE MICROBIOLOGY,434
8942,9179,MULTI-RESISTANT ORGANISM SCREEN,273
8943,9180,MULTI-RESISTANT ORGANISM SCREEN,243
8944,9181,MULTI-RESISTANT ORGANISM SCREEN,409
8945,9182,MULTI-RESISTANT ORGANISM SCREEN,410
8946,9183,URINE MICROBIOLOGY,961
8947,9184,MULTI-RESISTANT ORGANISM SCREEN,410
8948,9185,URINE MICROBIOLOGY,401
8949,9186,URINE MICROBIOLOGY,400
8950,9187,MULTI-RESISTANT ORGANISM SCREEN,409
8951,9188,BLOOD CULTURE MICROBIOLOGY,532
8952,9189,URINE MICROBIOLOGY,580
8953,9190,BLOOD CULTURE MICROBIOLOGY,564
8954,9191,MULTI-RESISTANT ORGANISM SCREEN,263
8955,9192,MULTI-RESISTANT ORGANISM SCREEN,281
8956,9193,BLOOD CULTURE MICROBIOLOGY,234
8957,9194,MULTI-RESISTANT ORGANISM SCREEN,409
8958,9195,MULTI-RESISTANT ORGANISM SCREEN,281
8959,9196,MULTI-RESISTANT ORGANISM SCREEN,275
8960,9197,MULTI-RESISTANT ORGANISM SCREEN,236
8961,9198,BLOOD CULTURE MICROBIOLOGY,229
8962,9199,BLOOD CULTURE MICROBIOLOGY,229
8963,9200,MULTI-RESISTANT ORGANISM SCREEN,277
8964,9201,MULTI-RESISTANT ORGANISM SCREEN,275
8965,9202,MULTI-RESISTANT ORGANISM SCREEN,276
8966,9203,BLOOD CULTURE MICROBIOLOGY,229
8967,9204,BLOOD CULTURE MICROBIOLOGY,236
8968,9205,MULTI-RESISTANT ORGANISM SCREEN,267
8969,9206,MICROBIOLOGY,526
8970,9207,RESPIRATORY MICROBIOLOGY,1249
8971,9208,MULTI-RESISTANT ORGANISM SCREEN,275
8972,9209,MULTI-RESISTANT ORGANISM SCREEN,268
8973,9210,URINE MICROBIOLOGY,401
8974,9211,MULTI-RESISTANT ORGANISM SCREEN,276
8975,9212,URINE MICROBIOLOGY,402
8976,9213,URINE MICROBIOLOGY,462
8977,9214,MULTI-RESISTANT ORGANISM SCREEN,276
8978,9215,BLOOD CULTURE MICROBIOLOGY,233
8979,9216,MULTI-RESISTANT ORGANISM SCREEN,254
8980,9217,URINE MICROBIOLOGY,514
8981,9218,MULTI-RESISTANT ORGANISM SCREEN,275
8982,9219, THROAT MICROBIOLOGY,314
8983,9220,URINE MICROBIOLOGY,401
8984,9221,RESPIRATORY MICROBIOLOGY,431
8985,9222,BLOOD CULTURE MICROBIOLOGY,237
8986,9223,RESPIRATORY MICROBIOLOGY,487
8987,9224,MULTI-RESISTANT ORGANISM SCREEN,236
8988,9225,MULTI-RESISTANT ORGANISM SCREEN,276
8989,9226,BLOOD CULTURE MICROBIOLOGY,237
8990,9227,MULTI-RESISTANT ORGANISM SCREEN,263
8991,9228,MULTI-RESISTANT ORGANISM SCREEN,275
8992,9230,MULTI-RESISTANT ORGANISM SCREEN,262
8993,9231,URINE MICROBIOLOGY,412
8994,9232,MULTI-RESISTANT ORGANISM SCREEN,276
8995,9233,URINE MICROBIOLOGY,516
8996,9234,RESPIRATORY MICROBIOLOGY,566
